,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Parking Spaces,Bedrooms,Bathrooms,Toilets,   ,Servicing,Service Charge,Total Area,Covered Area,Furnishing
3979, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
3980, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
3981, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
3982, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
3983, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
3984, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
3985, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
3986, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
3987, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
3988, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
3989, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available,, 4, 5, 5, , Serviced," ₦500,000 ",,,
3990, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available, 10,,,,,,,,,
3991, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
3992, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
3993, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
3994, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
3995, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
3996, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
3997, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
3998, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
3999, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4000, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4001, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4002, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4003, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4004, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4005, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4006, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4007, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4008, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4009, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4010, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available,, 4, 5, 5, , Serviced," ₦500,000 ",,,
4011, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 1, 3, 3, 4, , Serviced," ₦800,000 per annum", 400 sqm, 280 sqm, Furnished
4012, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4013, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4014, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4015, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4016, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4017, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4018, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4019, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4020, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4021, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4022, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4023, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4024, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4025, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4026, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4027, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4028, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4029, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4030, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4031, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available,, 4, 5, 5, , Serviced," ₦500,000 ",,,
4032, per annum,"8,000,000", Terraced Duplex," Oniru, Victoria Island (VI), Lagos", 1243809, 02 Mar 2022, 11 Apr 2022, Available,, 5, 5, 6, ,,,,,
4033, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4034, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4035, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4036, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4037, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4038, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4039, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4040, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4041, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4042, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4043, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4044, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4045, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4046, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4047, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4048, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4049, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4050, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4051, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4052, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4053, per annum,"3,000,000", Office Space," Sokode Crescent, Zone 5, Wuse, Abuja", 638787, 05 Jun 2020, 27 Apr 2022, Available, 30,,, 5, , Serviced," ₦240,000 per annum",,, Furnished
4054, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4055, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4056, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4057, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4058, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4059, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4060, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4061, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4062, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4063, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4064, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4065, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4066, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4067, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4068, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4069, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4070, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4071, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4072, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4073, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4074, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 1, 3, 3, 4, , Serviced," ₦800,000 per annum", 400 sqm, 280 sqm, Furnished
4075, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4076, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4077, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4078, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4079, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4080, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4081, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4082, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4083, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4084, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
4085, per annum,"3,500,000", Flat / Apartment," Wuye, Wuye, Abuja", 1310881, 06 May 2022, 06 May 2022, Available, 5, 3, 4, 4,,,,,,
4086, per annum,"3,000,000", Terraced Duplex," Gwarinpa, Abuja", 1310851, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5, , Serviced," ₦15,000 per month",,,
4087, per annum,"2,000,000", Flat / Apartment," 2nd Avenue, Gwarinpa, Abuja", 1310849, 06 May 2022, 06 May 2022, Available,, 2, 2, 3, ,,,,,
4088, per annum,"800,000", Flat / Apartment," Gabriel Ave Opposite Naf Harmony Estate Rukpakulusi, Rukpakulusi, Port Harcourt, Rivers", 1310848, 06 May 2022, 06 May 2022, Available, 8, 2, 3, 3, ,,, 466 sqm, 359 sqm,
4089, per annum,"8,000,000", Flat / Apartment," Guzape District, Abuja", 984095, 22 Jun 2021, 06 Apr 2022, Available, 3, 3, 3, 4, , Serviced,,,, Furnished
4090, per annum,"3,500,000", Terraced Duplex," Orchid Road, Lekki, Lagos", 1310835, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4091, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 per annum",,,
4092, per annum,"2,500,000", Flat / Apartment," Inside Chevy View Estate, Lekki, Lagos", 1310208, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 3,,,,,,
4093, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 5, 4, 5, 5,,,,,,
4094, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 3, 4, 5, 5, , Serviced," ₦40,000 per month",,,
4095, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available, 120,,,,,,,,,
4096, per annum,"17,000,000", Commercial Land," Water Corporation Drive, Oniru, Victoria Island (VI), Lagos", 1304316, 28 Apr 2022, 06 May 2022, Available, 15,,,, ,,," 1,277 sqm", 68 sqm,
4097, per annum,"1,300,000", Flat / Apartment," In An Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310917, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 500 sqm,
4098, per annum,"3,000,000", Flat / Apartment," Osapa, Lekki, Lagos", 1310915, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum",,,
4099, per annum,"2,500,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310913, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, , Serviced," ₦500,000 "," 1,900 sqm"," 1,500 sqm",
4100, per annum,"3,000,000", Flat / Apartment," Osapa London, Osapa, Lekki, Lagos", 1310911, 06 May 2022, 06 May 2022, Available, 2, 3, 3, 4, , Serviced," ₦500,000 per annum"," 1,900 sqm"," 1,500 sqm",
4101, per annum,"1,200,000", Flat / Apartment," Estate In Abijo After Crown Estate After Majek, Sangotedo, Ajah, Lagos", 1310906, 06 May 2022, 06 May 2022, Available, 3, 3, 3, 4, ,,, 650 sqm, 400 sqm,
4102, per annum,"1,000,000", Flat / Apartment," Estate Around Lbs Area, Olokonla, Ajah, Lagos", 1310910, 06 May 2022, 06 May 2022, Available, 2, 2, 2, 3, ,,, 650 sqm, 400 sqm,
4103, per annum,"2,700,000", Semi-detached Duplex," Mobil Road, Ajah, Lagos", 1310903, 06 May 2022, 06 May 2022, Available, 3, 4, 4, 5,,,,,,
4104, per annum,"1,400,000", Flat / Apartment," Ikota Royal Estate, Lekki, Lagos", 1310899, 06 May 2022, 06 May 2022, Available,, 2, 2,, ,,,,,
4105, per annum,"4,500,000", Semi-detached Duplex," Orchid, Lekki, Lagos", 1310883, 06 May 2022, 06 May 2022, Available,, 4, 4, 4, ,,,,,
