,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
704, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
705, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
706, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
707, per annum,"1,000,000", Flat / Apartment," Destiny Homes Estate, Thomas, Ajah, Lagos", 1310402, 05 May 2022, 05 May 2022, Available, 2, 2, 2,,,, ,,,
708, per annum,"2,000,000", Flat / Apartment," Sabo, Sabo, Yaba, Lagos", 1310400, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6,,, ,,, Furnished
709, per annum,"3,500,000", Terraced Duplex," Inside An Estate, Agungi, Lekki, Lagos", 1310398, 05 May 2022, 05 May 2022, Available, 4, 5, 5,,,, ,,,
710, per annum,"12,000,000", Detached Duplex," Lekki Phase 1, Lekki, Lagos", 1310391, 05 May 2022, 05 May 2022, Available, 4,,,,,,,,,
711, per annum,"1,000,000", Flat / Apartment," Treasure Estate, Sangotedo, Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 2,,, , 200 sqm, 200 sqm,
712, per annum,"10,000,000", Terraced Duplex," Dideolu Estate, Oniru, Victoria Island (VI), Lagos", 1310378, 05 May 2022, 05 May 2022, Available, 4, 4, 5,, Serviced," ₦1,400,000 per annum", ,,,
713, per annum,"250,000", Flat / Apartment," Behind Lasun Hotel, Oroki, Osogbo, Osun", 1226535, 14 Feb 2022, 05 May 2022, Available, 2, 2, 2,, Serviced," ₦50,000 per annum", ,,,
714, per annum,"900,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303787, 28 Apr 2022, 04 May 2022, Available,, 1, 1,, Serviced," ₦150,000 per annum",,,,
715, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
716, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
717, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
718, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
719, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
720, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
721, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
722, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
723, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
724, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
725, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
726, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
727, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
728, per annum,"1,000,000", Flat / Apartment," Destiny Homes Estate, Thomas, Ajah, Lagos", 1310402, 05 May 2022, 05 May 2022, Available, 2, 2, 2,,,, ,,,
729, per annum,"2,000,000", Flat / Apartment," Sabo, Sabo, Yaba, Lagos", 1310400, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6,,, ,,, Furnished
730, per annum,"3,500,000", Terraced Duplex," Inside An Estate, Agungi, Lekki, Lagos", 1310398, 05 May 2022, 05 May 2022, Available, 4, 5, 5,,,, ,,,
731, per annum,"12,000,000", Detached Duplex," Lekki Phase 1, Lekki, Lagos", 1310391, 05 May 2022, 05 May 2022, Available, 4,,,,,,,,,
732, per annum,"1,000,000", Flat / Apartment," Treasure Estate, Sangotedo, Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 2,,, , 200 sqm, 200 sqm,
733, per annum,"10,000,000", Terraced Duplex," Dideolu Estate, Oniru, Victoria Island (VI), Lagos", 1310378, 05 May 2022, 05 May 2022, Available, 4, 4, 5,, Serviced," ₦1,400,000 per annum", ,,,
734, per annum,"250,000", Flat / Apartment," Behind Lasun Hotel, Oroki, Osogbo, Osun", 1226535, 14 Feb 2022, 05 May 2022, Available, 2, 2, 2,, Serviced," ₦50,000 per annum", ,,,
735, per annum,"3,000,000", Terraced Duplex," Amity Estate, Sangotedo, Ajah, Lagos", 979164, 17 Jun 2021, 04 May 2022, Available, 3, 3, 4, 2,,,,,,
736, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
737, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
738, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
739, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
740, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
741, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
742, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
743, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
744, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
745, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
746, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
747, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
748, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
749, per annum,"1,000,000", Flat / Apartment," Destiny Homes Estate, Thomas, Ajah, Lagos", 1310402, 05 May 2022, 05 May 2022, Available, 2, 2, 2,,,, ,,,
750, per annum,"2,000,000", Flat / Apartment," Sabo, Sabo, Yaba, Lagos", 1310400, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6,,, ,,, Furnished
751, per annum,"3,500,000", Terraced Duplex," Inside An Estate, Agungi, Lekki, Lagos", 1310398, 05 May 2022, 05 May 2022, Available, 4, 5, 5,,,, ,,,
752, per annum,"12,000,000", Detached Duplex," Lekki Phase 1, Lekki, Lagos", 1310391, 05 May 2022, 05 May 2022, Available, 4,,,,,,,,,
753, per annum,"1,000,000", Flat / Apartment," Treasure Estate, Sangotedo, Sangotedo, Ajah, Lagos", 1310379, 05 May 2022, 05 May 2022, Available, 2, 3, 3, 2,,, , 200 sqm, 200 sqm,
754, per annum,"10,000,000", Terraced Duplex," Dideolu Estate, Oniru, Victoria Island (VI), Lagos", 1310378, 05 May 2022, 05 May 2022, Available, 4, 4, 5,, Serviced," ₦1,400,000 per annum", ,,,
755, per annum,"250,000", Flat / Apartment," Behind Lasun Hotel, Oroki, Osogbo, Osun", 1226535, 14 Feb 2022, 05 May 2022, Available, 2, 2, 2,, Serviced," ₦50,000 per annum", ,,,
756, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303789, 28 Apr 2022, 05 May 2022, Available,, 4, 1,, Serviced," ₦150,000 per annum",,,,
757, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
758, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
759, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
760, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
761, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
762, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
763, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
764, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
765, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
766, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
767, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
768, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
769, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
770, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
771, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
772, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
773, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
774, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
775, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
776, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
777, per annum,"800,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303779, 28 Apr 2022, 04 May 2022, Available,, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,
778, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
779, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
780, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
781, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
782, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
783, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
784, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
785, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
786, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
787, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
788, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
789, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
790, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
791, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
792, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
793, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
794, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
795, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
796, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
797, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
798, per annum,"8,000,000", Detached Duplex," Harmony Enclave, Adeniyi Jones, Ikeja, Lagos", 1293751, 18 Apr 2022, 18 Apr 2022, Available, 5,, 6,,,, ,,,
799, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
800, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
801, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
802, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
803, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
804, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
805, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
806, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
807, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
808, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
809, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
810, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
811, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
812, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
813, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
814, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
815, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
816, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
817, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
818, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
819, per annum,"800,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303779, 28 Apr 2022, 04 May 2022, Available,, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,
820, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
821, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
822, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
823, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
824, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
825, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
826, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
827, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
828, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
829, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
830, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
831, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
832, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
833, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
834, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
835, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
836, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
837, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
838, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
839, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
840, per annum,"900,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303787, 28 Apr 2022, 04 May 2022, Available,, 1, 1,, Serviced," ₦150,000 per annum",,,,
841, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
842, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
